registry_name,	        display_name,			          description
BeatsVilleUSA_chain,		BeatsVille Darts registry,	The blockchain for BeatsVilleUSA Proof of ownership of Digital Arts for Independent Artist, which aims at providing an alternative to the traditional Copyright system. Project page: https://like.co, Repo: https://github.com/likecoin/likecoin-chain, Block explorer: https://likecoin.bigdipper.live, LikeCoin chain - ISCN: https://docs.like.co/developer/international-standard-content-number-iscn
